"","navn","ministerpost","parti","start","stop","regering","r_start","r_stop","time","early"
"1037","Jakob Axel Nielsen"," Transport- og energiminister"," (C)",2007-09-12,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,0.197260273972461,0
"1038","Anders Fogh Rasmussen"," Statsminister "," (V)",2007-11-23,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,1.36438356164376,0
"1039","Bendt Bendtsen"," Økonomi- og erhvervsminister "," (C)",2007-11-23,2008-09-10,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,0.798106145669635,1
"1040","Lene Espersen"," Økonomi- og erhvervsminister "," (C)",2008-09-10,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,0.566277415974128,0
"1041","Per Stig Møller"," Udenrigsminister "," (C)",2007-11-23,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,1.36438356164376,0
"1042","Lars Løkke Rasmussen"," Finansminister "," (V)",2007-11-23,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,1.36438356164376,0
"1043","Claus Hjort Frederiksen"," Beskæftigelsesminister "," (V)",2007-11-23,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,1.36438356164376,0
"1044","Lene Espersen"," Justitsminister "," (C)",2007-11-23,2008-09-10,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,0.798106145669635,1
"1045","Brian Mikkelsen"," Justitsminister "," (C)",2008-09-10,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,0.566277415974128,0
"1046","Brian Mikkelsen"," Kulturminister "," (C)",2007-11-23,2008-09-10,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,0.798106145669635,1
"1047","Kristian Jensen"," Skatteminister "," (V)",2007-11-23,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,1.36438356164376,0
"1048","Connie Hedegaard"," Klima- og energiminister "," (C)",2007-11-23,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,1.36438356164376,0
"1049","Bertel Haarder"," Undervisningsminister og minister for nordisk samarbejde "," (V)",2007-11-23,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,1.36438356164376,0
"1050","Karen Jespersen"," Velfærdsminister og minister for ligestilling "," (V)",2007-11-23,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,1.36438356164376,0
"1051","Ulla Tørnæs"," Minister for udviklingsbistand "," (V)",2007-11-23,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,1.36438356164376,0
"1052","Søren Gade Jensen"," Forsvarsminister "," (V)",2007-11-23,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,1.36438356164376,0
"1053","Lars Barfoed"," Transportminister "," (C)",2008-09-10,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,0.566277415974128,0
"1054","Carina Christensen"," Kulturminister "," (C)",2008-09-10,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,0.566277415974128,0
"1055","Carina Christensen"," Transportminister "," (C)",2007-11-23,2008-09-10,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,0.798106145669635,1
"1056","Jakob Axel Nielsen"," Minister for sundhed og forebyggelse "," (C)",2007-11-23,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,1.36438356164376,0
"1057","Troels Lund Poulsen"," Miljøminister"," (V)",2007-11-23,2009-04-05,"Regeringen-Anders-Fogh-Rasmussen-III",2007-11-23,2009-04-05,1.36438356164376,0
"1058","Lars Løkke Rasmussen"," Statsminister "," (V)",2009-04-05,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,2.49589041095896,0
"1059","Lars Barfoed"," Transportminister "," (C)",2009-04-05,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.887671232876755,1
"1060","Lars Barfoed"," Justitsminster "," (C)",2010-02-23,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.60821917808221,0
"1061","Lars Løkke Rasmussen"," Finansminister "," (V)",2009-04-05,2009-04-07,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.00547945205494216,1
"1062","Claus Hjort Frederiksen"," Finansminister "," (V)",2009-04-07,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,2.49041095890402,0
"1063","Claus Hjort Frederiksen"," Beskæftigelsesminister "," (V)",2009-04-05,2009-04-07,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.00547945205494216,1
"1064","Lene Espersen"," Økonomi- og erhvervsminister "," (C)",2009-04-05,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.887671232876755,1
"1065","Lene Espersen"," Udenrigsminister "," (C)",2010-02-23,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.60821917808221,0
"1066","Per Stig Møller"," Udenrigsminister "," (C)",2009-04-05,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.887671232876755,1
"1067","Per Stig Møller"," Kulturminister og kirkeminister (fra 08.03.11) "," (C)",2010-02-23,2011-03-08,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.03561643835633,1
"1068","Brian Mikkelsen"," Justitsminister "," (C)",2009-04-05,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.887671232876755,1
"1069","Brian Mikkelsen"," Økonomi- og erhvervsminister "," (C)",2010-02-23,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.60821917808221,0
"1070","Søren Gade Jensen"," Forsvarsminister "," (V)",2009-04-05,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.887671232876755,1
"1071","Kristian Jensen"," Skatteminister "," (V)",2009-04-05,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.887671232876755,1
"1072","Bertel Haarder"," Undervisningsminister og minister for nordisk samarbejde "," (V)",2009-04-05,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.887671232876755,1
"1073","Bertel Haarder"," Indenrigs- og sundhedsminister "," (V)",2010-02-23,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.60821917808221,0
"1074","Ulla Tørnæs"," Minister for udviklingsbistand "," (V)",2009-04-05,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.887671232876755,1
"1075","Connie Hedegaard"," Klima- og energiminister "," (C)",2009-04-05,2009-11-24,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.638356164383595,1
"1076","Connie Hedegaard"," Minister for FN's klimakonference i København i 2009 "," (C)",2009-04-05,2009-12-20,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.709589041096024,1
"1077","Carina Christensen"," Kulturminister "," (C)",2009-04-05,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.887671232876755,1
"1078","Karen Jespersen"," Velfærdsminister og minister for ligestilling "," (V)",2009-04-05,2009-04-07,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.00547945205494216,1
"1079","Jakob Axel Nielsen"," Minister for sundhed og forebyggelse "," (C)",2009-04-05,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.887671232876755,1
"1080","Troels Lund Poulsen"," Miljøminister "," (V)",2009-04-05,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.887671232876755,1
"1081","Troels Lund Poulsen"," Skatteminister "," (V)",2010-02-23,2011-03-08,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.03561643835633,1
"1082","Troels Lund Poulsen"," Undervisningsminister "," (V)",2011-03-08,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.57260273972588,0
"1083","Inger Støjberg"," Beskæftigelsesminister og minister for ligestilling "," (V)",2009-04-07,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.882191780821813,1
"1084","Inger Støjberg"," Beskæftigelsesminister "," (V)",2010-02-23,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.60821917808221,0
"1085","Karen Ellemann"," Indenrigs- og socialminister "," (V)",2009-04-07,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.882191780821813,1
"1086","Karen Ellemann"," Miljøminister og minister for nordisk samarbejde "," (V)",2010-02-23,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.60821917808221,0
"1087","Lykke Friis"," Klima- og energiminister "," (V)",2009-11-24,2010-02-23,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.249315068493161,1
"1088","Lykke Friis"," Klima- og energiminister og minister for ligestilling "," (V)",2010-02-23,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.60821917808221,0
"1089","Gitte Lillelund Bech"," Forsvarsminister "," (V)",2010-02-23,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.60821917808221,0
"1090","Tina Nedergaard"," Undervisningsminister "," (V)",2010-02-23,2011-03-08,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.03561643835633,1
"1091","Søren Pind"," Minister for udviklingsbistand "," (V)",2010-02-23,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.60821917808221,0
"1092","Benedikte Kiær"," Socialminister "," (C)",2010-02-23,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,1.60821917808221,0
"1093","Peter Christensen"," Skatteminister"," (V)",2011-03-08,2011-10-03,"Regeringen-Lars-Loekke-Rasmussen-I",2009-04-05,2011-10-03,0.57260273972588,0
"1094","Helle Thorning-Schmidt"," Statsminister "," (A)",2011-10-03,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,2.33698630136996,0
"1095","Margrethe Vestager Hansen"," Økonomi- og indenrigsminister "," (B)",2011-10-03,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,2.33698630136996,0
"1096","Annette Vilhelmsen"," Erhvervs- og vækstminister "," (F)",2012-10-16,2013-08-09,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,0.81312223968871,1
"1097","Villy Søvndal"," Udenrigsminister "," (F)",2011-10-03,2013-12-12,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,2.19178082191775,1
"1098","Bjarne Fog Corydon"," Finansminister "," (A)",2011-10-03,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,2.33698630136996,0
"1099","Morten Bødskov"," Justitsminister "," (A)",2011-10-03,2013-12-12,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,2.19178082191775,1
"1100","Holger K. Nielsen"," Skatteminister "," (F)",2012-10-16,2013-12-12,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,1.15558799311316,1
"1101","Holger K. Nielsen"," Udenrigsminister "," (F)",2013-12-12,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,0.145205479452216,0
"1102","Thor Möger Pedersen"," Skatteminister "," (F)",2011-10-03,2012-10-16,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,1.03619282880459,1
"1103","Henrik Dam Kristensen"," Transportminister "," (A)",2011-10-03,2013-08-09,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,1.8493150684933,1
"1104","Ole Christian Liep Sohn"," Erhvervs- og vækstminister "," (F)",2011-10-03,2012-10-16,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,1.03619282880459,1
"1105","Mette Frederiksen"," Beskæftigelsesminister "," (A)",2011-10-03,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,2.33698630136996,0
"1106","Christine Edda Antorini"," Børne- og undervisningsminister "," (A)",2011-10-03,2013-08-09,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,1.8493150684933,1
"1107","Christine Edda Antorini"," Undervisningsminister "," (A)",2013-08-09,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,0.487671232876664,0
"1108","Karen Angelo Hækkerup"," Social- og integrationsminister "," (A)",2011-10-03,2013-08-09,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,1.8493150684933,1
"1109","Karen Angelo Hækkerup"," Justitsminister"," (A)",2013-12-12,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,0.145205479452216,0
"1110","Pia Olsen Dyhr"," Handels- og investeringsminister "," (F)",2011-10-03,2013-08-09,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,1.8493150684933,1
"1111","Pia Olsen Dyhr"," Transportminister "," (F)",2013-08-09,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,0.487671232876664,0
"1112","Astrid Krag Kristensen"," Minister for sundhed og forebyggelse "," (F)",2011-10-03,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,2.33698630136996,0
"1113","Nick Hækkerup"," Forsvarsminister "," (A)",2011-10-03,2013-08-09,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,1.8493150684933,1
"1114","Nick Hækkerup"," Handels- og europaminister "," (A)",2013-08-09,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,0.487671232876664,0
"1115","Ida Margrete Meier Auken"," Miljøminister "," (F)",2011-10-03,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,2.33698630136996,0
"1116","Nicolai Halby Wammen"," Europaminister "," (A)",2011-10-03,2013-08-09,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,1.8493150684933,1
"1117","Nicolai Halby Wammen"," Forsvarsminister "," (A)",2013-08-09,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,0.487671232876664,0
"1118","Manu Sareen"," Minister for ligestilling og kirke og minister for nordisk samarbejde "," (B)",2011-10-03,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,2.33698630136996,0
"1119","Christian Friis Bach"," Minister for udviklingsbistand "," (B)",2011-10-03,2013-11-21,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,2.13424657534256,1
"1120","Uffe Elbæk"," Kulturminister "," (B)",2011-10-03,2012-12-06,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,1.17553709109961,1
"1121","Marianne Jelved"," Kulturminister "," (B)",2012-12-06,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,1.16144921027035,0
"1122","Henrik Martin Sass Larsen"," Erhvervs- og vækstminister "," (A)",2013-08-09,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,0.487671232876664,0
"1123","Rasmus Helveg Petersen"," Udviklingsminister "," (B)",2013-11-21,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,0.202739726027403,0
"1124","Jonas Dahl"," Skatteminister "," (F)",2013-12-12,2014-02-03,"Regeringen-Helle-Thorning-Schmidt-I",2011-10-03,2014-02-03,0.145205479452216,0
"1125","Helle Thorning-Schmidt"," Statsminister "," (A)",2014-02-03,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,0
"1126","Margrethe Vestager Hansen"," Økonomi- og indenrigsminister "," (B)",2014-02-03,2014-09-02,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.578082191780823,1
"1127","Bjarne Fog Corydon"," Finansminister "," (A)",2014-02-03,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,0
"1128","Martin Lidegaard"," Udenrigsminister "," (B)",2014-02-03,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,0
"1129","Morten Østergaard Kristensen"," Skatteminister "," (B)",2014-02-03,2014-09-02,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.578082191780823,1
"1130","Morten Østergaard Kristensen"," Økonomi- og indenrigsminister "," (B)",2014-09-02,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.819178082191684,0
"1131","Mette Frederiksen"," Beskæftigelsesminister "," (A)",2014-02-03,2014-10-10,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.682191780821768,1
"1132","Mette Frederiksen"," Justitsminister "," (A)",2014-10-10,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.715068493150739,0
"1133","Karen Angelo Hækkerup"," Justitsminister "," (A)",2014-02-03,2014-10-10,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.682191780821768,1
"1134","Sofie Carsten Nielsen"," Uddannelses- og forskningsminister "," (B)",2014-02-03,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,0
"1135","Marianne Jelved"," Kulturminister og kirkeminister "," (B)",2014-02-03,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,0
"1136","Christine Edda Antorini"," Undervisningsminister "," (A)",2014-02-03,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,0
"1137","Nick Hækkerup"," Minister for sundhed og forebyggelse "," (A)",2014-02-03,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,0
"1138","Nicolai Halby Wammen"," Forsvarsminister "," (A)",2014-02-03,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,0
"1139","Henrik Martin Sass Larsen"," Erhvervs- og vækstminister"," (A)",2014-02-03,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,0
"1140","Mogens Jensen"," Handels- og udviklingsminister "," (A)",2014-02-03,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,0
"1141","Magnus Heunicke"," Transportminister "," (A)",2014-02-03,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,0
"1142","Kirsten Brosbøl"," Miljøminister "," (A)",2014-02-03,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,1.39726027397251,0
"1143","Benny Engelbrecht"," Skatteminister "," (A)",2014-09-02,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.819178082191684,0
"1144","Henrik Dam Kristensen"," Beskæftigelsesminister"," (A)",2014-10-10,2015-06-28,"Regeringen-Helle-Thorning-Schmidt-II",2014-02-03,2015-06-28,0.715068493150739,0
"1145","Lars Løkke Rasmussen"," Statsminister "," (V)",2015-06-28,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,1.41943259225991,0
"1146","Claus Hjort Frederiksen"," Finansminister "," (V)",2015-06-28,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,1.41943259225991,0
"1147","Kristian Jensen"," Udenrigsminister "," (V)",2015-06-28,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,1.41943259225991,0
"1148","Bertel Haarder"," Kulturminister og kirkeminister "," (V)",2015-06-28,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,1.41943259225991,0
"1149","Ulla Tørnæs"," Uddannelses- og forskningsminister "," (V)",2016-02-29,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,0.745901639344311,0
"1150","Hans Christian Schmidt"," Transport- og bygningsminister "," (V)",2015-06-28,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,1.41943259225991,0
"1151","Eva Kjer Hansen"," Miljø- og fødevareminister "," (V)",2015-06-28,2016-02-29,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,0.673530952915598,1
"1152","Troels Lund Poulsen"," Erhvervs- og vækstminister "," (V)",2015-06-28,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,1.41943259225991,0
"1153","Karen Ellemann"," Social- og indenrigsminister "," (V)",2015-06-28,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,1.41943259225991,0
"1154","Søren Pind"," Justitsminister "," (V)",2015-06-28,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,1.41943259225991,0
"1155","Peter Christensen"," Forsvarsminister og minister for nordisk samarbejde "," (V)",2015-09-30,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,1.16189834568445,0
"1156","Sophie Løhde"," Sundheds- og ældreminister "," (V)",2015-06-28,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,1.41943259225991,0
"1157","Karsten Lauritzen"," Skatteminister "," (V)",2015-06-28,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,1.41943259225991,0
"1158","Esben Lunde Larsen"," Uddannelses- og forskningsminister "," (V)",2015-06-28,2016-02-29,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,0.673530952915598,1
"1159","Esben Lunde Larsen"," Miljø- og fødevareminister "," (V)",2016-02-29,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,0.745901639344311,0
"1160","Carl Holst"," Forsvarsminister og minister for nordisk samarbejde "," (V)",2015-06-28,2015-09-30,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,0.25753424657546,1
"1161","Jørn Neergaard Larsen"," Beskæftigelsesminister",NA,2015-06-28,2016-11-28,"Regeringen-Lars-Loekke-Rasmussen-II",2015-06-28,2016-11-28,1.41943259225991,0
"1162","Lars Løkke Rasmussen"," Statsminister"," (V)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1163","Anders Samuelsen"," Udenrigsminister"," (I)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1164","Søren Pape Poulsen"," Justitsminister"," (C)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1165","Kristian Jensen"," Finansminister"," (V)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1166","Claus Hjort Frederiksen"," Forsvarsminister"," (V)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1167","Brian Mikkelsen"," Erhvervsminister"," (C)",2016-11-28,2018-06-21,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,1.56138932554836,1
"1168","Rasmus Jarlov"," Erhvervsminister"," (C)",2018-06-21,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,1.01643835616437,0
"1169","Simon Emil Ammitzbøll"," Økonomi- og indenrigsminister"," (I)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1170","Ulla Tørnæs"," Minister for udviklingssamarbejde"," (V)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1171","Troels Lund Poulsen"," Beskæftigelsesminister"," (V)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1172","Eva Kjer Hansen"," Minister for fiskeri og ligestilling og minister for nordisk samarbejde"," (V)",2018-05-02,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,1.15342465753429,0
"1173","Inger Støjberg"," Udlændinge- og integrationsminister"," (V)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1174","Karen Ellemann"," Minister for fiskeri og ligestilling og minister for nordisk samarbejde"," (V)",2016-11-28,2018-05-02,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,1.42440302417845,1
"1175","Søren Pind"," Uddannelses- og forskningsminister"," (V)",2016-11-28,2018-05-02,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,1.42440302417845,1
"1176","Ellen Trane Nørby"," Sundhedsminister"," (V)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1177","Sophie Løhde"," Minister for offentlig innovation"," (V)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1178","Karsten Lauritzen"," Skatteminister "," (V)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1179","Esben Lunde Larsen"," Miljø- og fødevareminister"," (V)",2016-11-28,2018-05-02,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,1.42440302417845,1
"1180","Mai Mercado"," Børne- og socialminister"," (C)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1181","Merete Riisager"," Undervisningsminister"," (I)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1182","Mette Bock"," Kulturminister og kirkeminister"," (I)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
"1183","Thyra Frank"," Ældreminister"," (I)",2016-11-28,2019-06-27,"Regeringen-Lars-Loekke-Rasmussen-III",2016-11-28,2019-06-27,2.57782768171273,0
