"","navn","ministerpost","parti","start","stop","regering","r_start","r_stop","time","early"
"350","Jørgen Jørgensen"," Undervisningsminister "," (R)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"351","Kristen Bording"," Minister for landbrug og fiskeri "," (S)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"352","Johs. Hansen"," Kirkeminister "," (S)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"353","P. Munch"," Udenrigsminister "," (R)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"354","Bertel Dalgaard"," Indenrigsminister "," (R)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"355","Aksel Sørensen"," Trafikminister "," (S)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"356","Ludvig Christensen"," Socialminister "," (S)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"357","Alsing Andersen"," Forsvarsminister "," (S)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"358","S. Unmack Larsen"," Justitsminister "," (S)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"359","Søren Brorsen"," Minister uden portefølje "," (V)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"360","Oluf Krag"," Minister uden portefølje "," (V)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"361","Henrik Hauch"," Minister uden portefølje "," (V)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"362","Henning Hasle"," Minister uden portefølje "," (KF)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"363","J. Christmas Møller"," Minister uden portefølje "," (KF)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"364","Vilhelm Fibiger"," Minister uden portefølje"," (KF)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"365","Th. Stauning"," Statsminister † 03.05.1942 "," (S)",1940-07-08,1942-05-03,"Regeringen-Stauning-VI",1940-07-08,1942-05-04,1.81785313271939,1
"366","Erik Scavenius"," Udenrigsminister "," (u.p.)",1940-07-08,1942-05-04,"Regeringen-Stauning-VI",1940-07-08,1942-05-04,1.82059285874698,0
"367","Vilhelm Buhl"," Finansminister "," (S)",1940-07-08,1942-05-04,"Regeringen-Stauning-VI",1940-07-08,1942-05-04,1.82059285874698,0
"368","Søren Brorsen"," Forsvarsminister "," (V)",1940-07-08,1942-05-04,"Regeringen-Stauning-VI",1940-07-08,1942-05-04,1.82059285874698,0
"369","Vilhelm Fibiger"," Kirkeminister "," (KF)",1940-07-08,1942-05-04,"Regeringen-Stauning-VI",1940-07-08,1942-05-04,1.82059285874698,0
"370","Jørgen Jørgensen"," Undervisningsminister "," (R)",1940-07-08,1942-05-04,"Regeringen-Stauning-VI",1940-07-08,1942-05-04,1.82059285874698,0
"371","Harald Petersen"," Justitsminister til 09.07.1941 "," (u.p.)",1940-07-08,1941-07-09,"Regeringen-Stauning-VI",1940-07-08,1942-05-04,1.00141477655507,1
"372","E. ThuneJacobsen"," Justitsminister fra 09.07.1941 "," (u.p.)",1941-07-09,1942-05-04,"Regeringen-Stauning-VI",1940-07-08,1942-05-04,0.819178082191911,0
"373","Knud Kristensen"," Indenrigsminister "," (V)",1940-07-08,1942-05-04,"Regeringen-Stauning-VI",1940-07-08,1942-05-04,1.82059285874698,0
"374","Gunnar Larsen"," Minister for offentlige arbejder "," (u.p.)",1940-07-08,1942-05-04,"Regeringen-Stauning-VI",1940-07-08,1942-05-04,1.82059285874698,0
"375","Kristen Bording"," Minister for landbrug og fiskeri "," (S)",1940-07-08,1942-05-04,"Regeringen-Stauning-VI",1940-07-08,1942-05-04,1.82059285874698,0
"376","Johs. Kjærbøl"," Arbejds- og socialminister"," (S)",1940-07-08,1942-05-04,"Regeringen-Stauning-VI",1940-07-08,1942-05-04,1.82059285874698,0
"377","Vilhelm Buhl"," Statsminister "," (S)",1942-05-04,1942-11-09,"Regeringen-Buhl-I",1942-05-04,1942-11-09,0.51780821917805,0
"378","Erik Scavenius"," Udenrigsminister "," (u.p.)",1942-05-04,1942-11-09,"Regeringen-Buhl-I",1942-05-04,1942-11-09,0.51780821917805,0
"379","Vilhelm Buhl"," Finansminister "," (S)",1942-05-04,1942-07-16,"Regeringen-Buhl-I",1942-05-04,1942-11-09,0.199999999999818,1
"380","Alsing Andersen"," "," (S)",1942-07-16,1942-11-09,"Regeringen-Buhl-I",1942-05-04,1942-11-09,0.317808219178232,0
"381","Søren Brorsen"," Forsvarsminister "," (V)",1942-05-04,1942-11-09,"Regeringen-Buhl-I",1942-05-04,1942-11-09,0.51780821917805,0
"382","Vilhelm Fibiger"," Kirkeminister "," (KF)",1942-05-04,1942-11-09,"Regeringen-Buhl-I",1942-05-04,1942-11-09,0.51780821917805,0
"383","Jørgen Jørgensen"," Undervisningsminister "," (R)",1942-05-04,1942-11-09,"Regeringen-Buhl-I",1942-05-04,1942-11-09,0.51780821917805,0
"384","E. Thune Jacobsen"," Justitsminister "," (u.p.)",1942-05-04,1942-11-09,"Regeringen-Buhl-I",1942-05-04,1942-11-09,0.51780821917805,0
"385","Knud Kristensen"," Indenrigsminister "," (V)",1942-05-04,1942-11-09,"Regeringen-Buhl-I",1942-05-04,1942-11-09,0.51780821917805,0
"386","Gunnar Larsen"," Minister for offentlige arbejder "," (u.p.)",1942-05-04,1942-11-09,"Regeringen-Buhl-I",1942-05-04,1942-11-09,0.51780821917805,0
"387","Kristen Bording"," Minister for landbrug og fiskeri "," (S)",1942-05-04,1942-11-09,"Regeringen-Buhl-I",1942-05-04,1942-11-09,0.51780821917805,0
"388","Johs. Kjærbøl"," Arbejds- og socialminister"," (S)",1942-05-04,1942-11-09,"Regeringen-Buhl-I",1942-05-04,1942-11-09,0.51780821917805,0
"389","Erik Scavenius"," Statsminister "," (u.p.)",1942-11-09,1945-05-05,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,0
"390","Erik Scavenius"," Udenrigsminister "," (u.p.)",1942-11-09,1945-05-05,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,0
"391","K. H. Kofoed"," Finansminister "," (u.p.)",1942-11-09,1945-05-05,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,0
"392","Søren Brorsen"," Forsvarsminister "," (V)",1942-11-09,1945-05-05,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,0
"393","Valdemar Holbøll"," Kirkeminister "," (u.p.)",1942-11-09,1945-05-05,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,0
"394","A. C. Højberg- Christensen"," Undervisningsminister "," (u.p.)",1942-11-09,1945-05-05,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,0
"395","E. Thune Jacobsen"," Justitsminister "," (u.p.)",1942-11-09,1945-05-05,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,0
"396","Jørgen Jørgensen"," Indenrigsminister "," (R)",1942-11-09,1945-05-05,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,0
"397","Gunnar Larsen"," Minister for offentlige arbejder "," (u.p.)",1942-11-09,1945-05-05,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,0
"398","N. Elgaard"," Trafikminister "," (V)",1942-11-09,1945-05-05,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,0
"399","Kristen Bording"," Minister for landbrug og fiskeri "," (S)",1942-11-09,1945-05-05,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,0
"400","Laurits Hansen"," Socialminister"," (S)",1942-11-09,1945-05-05,"Regeringen-Scavenius",1942-11-09,1945-05-05,2.48493150684931,0
"401","Vilhelm Buhl"," Statsminister "," (S)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"402","Vilhelm Buhl"," Udenrigsminister "," (S)",1945-05-05,1945-05-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.00547945205471478,1
"403","J. Christmas Møller"," Udenrigsminister "," (KF)",1945-05-07,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.504109589041036,0
"404","H. C. Hansen"," Finansminister "," (S)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"405","Ole Bjørn Kraft"," Forsvarsminister "," (KF)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"406","Arne Sørensen"," Kirkeminister "," (DS)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"407","A. M. Hansen"," Undervisningsminister "," (R)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"408","N. Busch-Jensen"," Justitsminister "," (S)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"409","Knud Kristensen"," Indenrigsminister "," (V)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"410","Carl Petersen"," Minister for offentlige arbejder "," (S)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"411","Alfred Jensen"," Trafikminister "," (DKP)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"412","Erik Eriksen"," Landbrugsminister "," (V)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"413","Erik Eriksen"," Fiskeriminister "," (V)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"414","Hans Hedtoft"," Arbejds- og socialminister "," (S)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"415","Mogens Fog"," Minister for særlige anliggender "," (DKP)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"416","Aksel Larsen"," Minister uden portefølje "," (DKP)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"417","Frode Jakobsen"," Minister uden portefølje "," (S)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"418","Kr. Juul Christensen"," Minister uden portefølje "," (DS)",1945-05-05,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.509589041095751,0
"419","Henrik Kauffmann"," Minister uden portefølje"," (u.p.)",1945-05-12,1945-11-07,"Regeringen-Buhl-II",1945-05-05,1945-11-07,0.490410958904022,0
"420","Knud Kristensen"," Statsminister "," (V)",1945-11-07,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,2.01643835616437,0
"421","Gustav Rasmussen"," Udenrigsminister "," (u.p.)",1945-11-07,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,2.01643835616437,0
"422","Thorkild Kristensen"," Finansminister "," (V)",1945-11-07,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,2.01643835616437,0
"423","Harald Petersen"," Forsvarsminister "," (V)",1945-11-07,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,2.01643835616437,0
"424","M. Hartling"," Kirkeminister "," (V)",1945-11-07,1945-11-12,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,0.0136986301370143,1
"425","Carl Hermansen"," Kirkeminister "," (V)",1945-11-12,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,2.00273972602736,0
"426","M. Hartling"," Undervisningsminister "," (V)",1945-11-07,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,2.01643835616437,0
"427","A. L. H. Elmquist"," Justitsminister "," (V)",1945-11-07,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,2.01643835616437,0
"428","Ejnar Kjær"," Indenrigsminister "," (V)",1945-11-07,1947-06-18,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,1.61095890410957,1
"429","N. Arnth-Jensen"," Indenrigsminister "," (V)",1947-06-30,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,0.372602739725835,0
"430","N. Elgaard"," Minister for offentlige arbejder "," (V)",1945-11-07,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,2.01643835616437,0
"431","Erik Eriksen"," Landbrugsminister "," (V)",1945-11-07,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,2.01643835616437,0
"432","Erik Eriksen"," Fiskeriminister "," (V)",1945-11-07,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,2.01643835616437,0
"433","Axel Kristensen"," Forsyningsminister "," (V)",1947-04-24,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,0.556164383561509,0
"434","Søren P. Larsen"," Arbejds- og socialminister "," (V)",1945-11-07,1947-04-24,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,1.46027397260286,1
"435","Jens Sønderup"," Arbejds- og socialminister "," (V)",1947-04-24,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,0.556164383561509,0
"436","Per Federspiel"," Minister for særlige anliggender"," (V)",1945-11-07,1947-11-13,"Regeringen-Knud-Kristensen",1945-11-07,1947-11-13,2.01643835616437,0
"437","Hans Hedtoft"," Statsminister "," (A)",1947-11-13,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.96164383561654,0
"438","Gustav Rasmussen"," Udenrigsminister "," (u.p.)",1947-11-13,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.96164383561654,0
"439","H. C. Hansen"," Finansminister "," (A)",1947-11-13,1950-09-16,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.841095890411,1
"440","Viggo Kampmann"," Finansminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,0.120547945205544,0
"441","Rasmus Hansen"," Forsvarsminister "," (A)",1947-11-13,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.96164383561654,0
"442","Frede Nielsen"," Kirkeminister "," (A)",1947-11-13,1950-09-16,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.841095890411,1
"443","Bodil Koch"," Kirkeminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,0.120547945205544,0
"444","Hartvig Frisch"," Undervisningsminister "," (A)",1947-11-13,1950-02-01,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.21917808219177,1
"445","Julius Bomholt"," Undervisningsminister "," (A)",1950-02-22,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,0.684931506849352,0
"446","N. Busch-Jensen"," Justitsminister "," (A)",1947-11-13,1950-02-25,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.28493150684949,1
"447","Vilhelm Buhl"," Justitsminister "," (A)",1947-11-13,1950-03-04,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.30410958904122,1
"448","K. K. Steincke"," Justitsminister "," (A)",1950-03-04,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,0.657534246575324,0
"449","Alsing Andersen"," Indenrigsminister "," (A)",1947-11-13,1947-11-23,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,0.0273972602740287,1
"450","Jens Smørum"," Indenrigsminister "," (A)",1947-11-23,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.93424657534251,0
"451","Carl Petersen"," Minister for offentlige arbejder "," (A)",1947-11-13,1950-09-16,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.841095890411,1
"452","Frede Nielsen"," Minister for offentlige arbejder "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,0.120547945205544,0
"453","Kristen Bording"," Landbrugsminister "," (A)",1947-11-13,1950-09-16,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.841095890411,1
"454","Carl Petersen"," Landbrugsminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,0.120547945205544,0
"455","Chr. Christiansen"," Fiskeriminister "," (A)",1947-11-13,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.96164383561654,0
"456","Johan Strøm"," Socialminister "," (A)",1947-11-13,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.96164383561654,0
"457","Marius Sørensen"," Arbejdsminister "," (A)",1947-11-13,1949-11-23,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.02739726027403,1
"458","Johannes Kjærbøl"," Boligminister "," (A)",1947-11-23,1949-11-23,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2,1
"459","Vilhelm Buhl"," Minister uden portefolje "," (A)",1947-11-13,1950-10-30,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.96164383561654,0
"460","Fanny Jensen"," Minister uden portefolje"," (A)",1947-11-13,1950-09-16,"Regeringen-Hedtoft-I",1947-11-13,1950-10-30,2.841095890411,1
"461","Hans Hedtoft"," Statsminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"462","Gustav Rasmussen"," Udenrigsminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"463","Viggo Kampmann"," Finansminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"464","Johannes Kjærbøl"," Arbejds- og boligminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"465","Frede Nielsen"," Minister for offentlige arbejder "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"466","Johan Strøm"," Socialminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"467","Christian Christiansen"," Fiskeriminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"468","Rasmus Hansen"," Forsvarsminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"469","Carl Petersen"," Landbrugsminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"470","Julius Bomholt"," Undervisningsminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"471","Bodil Koch"," Kirkeminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"472","K.K. Steincke"," Justitsminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"473","J.S. Smørum"," Indenrigsminister "," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"474","V. Buhl"," Minister uden portefølje"," (A)",1950-09-16,1950-10-30,"Regeringen-Hedtoft-II",1950-09-16,1950-10-30,0.120547945205544,0
"475","Erik Eriksen"," Statsminister "," (V)",1950-10-30,1953-09-30,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,2.91780821917814,0
"476","Ole Bjørn Kraft"," Udenrigsminister "," (C)",1950-10-30,1953-09-30,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,2.91780821917814,0
"477","Thorkild Kristensen"," Finansminister "," (V)",1950-10-30,1953-09-30,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,2.91780821917814,0
"478","Aksel Møller"," Indenrigs- og boligminister "," (C)",1950-10-30,1953-09-30,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,2.91780821917814,0
"479","Helga Pedersen"," Justitsminister "," (V)",1950-10-30,1953-09-30,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,2.91780821917814,0
"480","Flemming Hvidberg"," Undervisningsminister "," (C)",1950-10-30,1953-09-30,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,2.91780821917814,0
"481","Jens Sønderup"," Kirkeminister "," (V)",1950-10-30,1951-09-13,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,0.871232876712384,1
"482","Carl Hermansen"," Kirkeminister "," (V)",1951-09-13,1953-09-30,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,2.04657534246576,0
"483","Harald Petersen"," Forsvarsminister "," (V)",1950-10-30,1953-09-30,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,2.91780821917814,0
"484","Victor Larsen"," Minister for offentlige arbejder "," (C)",1950-10-30,1952-04-24,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,1.48407814956204,1
"485","Jørgen Jørgensen"," Minister for offentlige arbejder "," (C)",1952-04-30,1953-09-30,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,1.41733662699312,0
"486","Henrik A.R. Hauch"," Landbrugsminister "," (V)",1950-10-30,1951-09-13,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,0.871232876712384,1
"487","Jens Sønderup"," Landbrugsminister "," (V)",1951-09-13,1953-09-30,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,2.04657534246576,0
"488","Knud Rée"," Fiskeriminister "," (V)",1950-10-30,1953-09-30,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,2.91780821917814,0
"489","Poul Sørensen"," Arbejds- og socialminister"," (C)",1950-10-30,1953-09-30,"Regeringen-Erik-Eriksen",1950-10-30,1953-09-30,2.91780821917814,0
"490","H.C. Hansen"," Udenrigsminister "," (A)",1953-09-30,1955-02-01,"Regeringen-Hedtoft-III",1953-09-30,1955-02-01,1.33972602739709,0
"491","Viggo Kampmann"," Finansminister "," (A)",1953-09-30,1955-02-01,"Regeringen-Hedtoft-III",1953-09-30,1955-02-01,1.33972602739709,0
"492","Johannes Kjærbøl"," Indenrigs- og boligminister "," (A)",1953-09-30,1955-02-01,"Regeringen-Hedtoft-III",1953-09-30,1955-02-01,1.33972602739709,0
"493","Carl Petersen"," Minister for offentlige arbejder "," (A)",1953-09-30,1955-02-01,"Regeringen-Hedtoft-III",1953-09-30,1955-02-01,1.33972602739709,0
"494","Christian Christiansen"," Fiskeriminister "," (A)",1953-09-30,1955-02-01,"Regeringen-Hedtoft-III",1953-09-30,1955-02-01,1.33972602739709,0
"495","Rasmus Hansen"," Forsvarsminister "," (A)",1953-09-30,1955-02-01,"Regeringen-Hedtoft-III",1953-09-30,1955-02-01,1.33972602739709,0
"496","J.S. Smørum"," Landbrugsminister "," (A)",1953-09-30,1955-02-01,"Regeringen-Hedtoft-III",1953-09-30,1955-02-01,1.33972602739709,0
"497","Jens Otto Krag"," Minister uden portefølje "," (A)",1953-11-01,1955-02-01,"Regeringen-Hedtoft-III",1953-09-30,1955-02-01,1.25205479452052,0
"498","Julius Bomholt"," Undervisningsminister "," (A)",1953-09-30,1955-02-01,"Regeringen-Hedtoft-III",1953-09-30,1955-02-01,1.33972602739709,0
"499","Bodil Koch"," Kirkeminister "," (A)",1953-09-30,1955-02-01,"Regeringen-Hedtoft-III",1953-09-30,1955-02-01,1.33972602739709,0
"500","Hans Hækkerup"," Justitsminister"," (A)",1953-09-30,1955-02-01,"Regeringen-Hedtoft-III",1953-09-30,1955-02-01,1.33972602739709,0
"501","H.C. Hansen"," Statsminister og udenrigsminister "," (A)",1955-02-01,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,2.31780821917823,0
"502","Viggo Kampmann"," Finansminister "," (A)",1955-02-01,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,2.31780821917823,0
"503","Carl Petersen"," Indenrigsminister "," (A)",1955-08-30,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,1.74246575342477,0
"504","Johan Strøm"," Socialminister "," (A)",1955-02-01,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,2.31780821917823,0
"505","Christian Christiansen"," Fiskeriminister "," (A)",1955-02-01,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,2.31780821917823,0
"506","Rasmus Hansen"," Forsvarsminister "," (A)",1955-02-01,1956-05-25,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,1.31124335653885,1
"507","Poul Hansen"," Forsvarsminister "," (A)",1956-05-25,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,1.00656486263938,0
"508","J.S. Smørum"," Landbrugsminister "," (A)",1955-02-01,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,2.31780821917823,0
"509","Jens Otto Krag"," Økonomi- og arbejdsminister "," (A)",1955-02-01,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,2.31780821917823,0
"510","Julius Bomholt"," Undervisningsminister "," (A)",1955-02-01,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,2.31780821917823,0
"511","Bodil Koch"," Kirkeminister "," (A)",1955-02-01,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,2.31780821917823,0
"512","Hans Hækkerup"," Justitsminister "," (A)",1955-02-01,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,2.31780821917823,0
"513","Carl Petersen"," Minister for offentlige arbejder "," (A)",1955-02-01,1955-08-30,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,0.575342465753465,1
"514","Kai Lindberg"," Minister for offentlige arbejder "," (A)",1955-08-30,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,1.74246575342477,0
"515","Ernst Christiansen"," Minister uden portefølje"," (A)",1955-08-30,1957-05-28,"Regeringen-hc-Hansen-I",1955-02-01,1957-05-28,1.74246575342477,0
"516","Viggo Kampmann"," Finansminister "," (A)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
"517","Jørgen Jørgensen"," Undervisningsminister "," (B)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
"518","Viggo Starcke"," Minister uden portefølje "," (E)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
"519","Bertel Dahlgaard"," Økonomiminister og minister for nordiske anliggender "," (B)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
